Segment,Customer,Doc No,Line No,K1,K2,K3,K4,Shade,Ord. Qty,Sub Segment,Season,Style,Merchant,PO No.,Rate,Cops No,Cops Ln,K5,K6,K7,Dispatched,Bal to Dispatch,FSC Commit Date,Q1,Q2,Q3,Q4,Q5,Q6,WIP Status,Mktg Remark for FSCM,Mktg Remark for Internal,FPT,Airway Bill No,PreShip Dt1,PreShip Dt2,Doc Date,DO No.,Sch Plant I/p Dt,CostCenter,Loom Start Dt.,Export/Domestic,YD/PD,Closed DB2,CV STK,A/H Name,Multiple Del Date,Bal To Issue AT1,Packed In AT1,Last Packing Date,Last Q1/Q5 Date,Q7,Last Dispatch Date,Bal To Issue AT2,Packed In AT2,Last Packing Date AT2,Last Q1/Q5 Date AT2,Q1 AT2,Q2 AT2,Q3 AT2,Q4 AT2,Q5 AT2,Q6 AT2,Q7 AT2,Dispatched From AT2,WIP Status AT2,Greige Stock Baddi,Greige Stock Budhni,Greige K1,Greige Construction,Finish Construction,Actual Planning Month,RGEDOD,Input Date AT1,Input Date AT2,Running Looms,Delay Del Date Greige,Delay Del Date At1,Delay Date AT2,Lab Ref No,Strike Off No,Dispatch In Same SO,Dispatch In Other SO,Close Tag Marketing,Order Creation Date,Delay in Days,Budget Remark,BCI Tracer Account,Pref Factory,Weaving Plant,AT1 P/O Date,AT2 P/O Date,Commulative Order Qty,Labdip Option No,Strike-Off Option No,Preschepment Docket No,Light Source,Exec Remark,PPC Comment,Committed Dely Date,CR Date,Revised CR Date,PO No AT1,PO No AT2,Item Type,Closed By,Closed On,Closed Remark,Invoice No,Invoice Qty,Approved & Non Approved,End Use,Supply chain Feasibility comments,QUERY CONF DATE,Original Order Quantity,Grey Allocation Start Dt,Order Partner,Terms of Delivery,Terms of Shipping,HEAD ENDS,FINISH WIDTH,GREY COST,PROCESS COST,OTHER COST,PBIT,Dyed Yarn 1st Creel Disp Date,Dyed Yarn Disp Completion Date,Dyeing Req Date,DL Appr Status,Export Invoice No,Weave Comment,Dispatch Tolerance,Fabric XYZ Consumption,Fabric Risk,Rev Fabric Risk,QA Comments 1
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001330,11,A160A390,BAMC,ST-ST,RFD0000000,RFD,1800,DIESEL,SS-21,,Vasanth,,173,S81_S81-20001330,11,,,,1908,-108,,,,,,,,,,,,,09-11-2020,,28-09-2020,,01-11-2020,,27-10-2020,DOMESTIC,RD,TRUE,,Arun Kumar,1800-11/11/2020,0,0,08-11-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,A160A390BAMC,60COM*30SPX(40D)-196*110-165.91-4/1 S SATIN,,Nov-20,30-10-2020,,,0,,08-11-2020,,,,0,0,Unchecked,06-10-2020,,,,Baddi,,04-11-2020,,0,,,,D-65,,,,,,F010170401,,BPF,,,,,0,,Men’s Bottoms,,,1800,,103072,DAC,RD,50 cm in each roll,134,115.5,22.34,0,35.16,,,,,,Released new order dated 7 Oct,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001330,1,A160A390,BAMC,ST-ST,RFD0000000,RFD,3300,DIESEL,SS-21,,Vasanth,,173,S81_S81-20001330,1,,,,3328,-28,,,,,,,,,,,,,02-11-2020,,28-09-2020,,01-11-2020,,07-10-2020,DOMESTIC,RD,TRUE,,Arun Kumar,3300-07/11/2020,0,0,01-11-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,A160A390BAMC,60COM*30SPX(40D)-196*110-165.91-4/1 S SATIN,,Nov-20,27-10-2020,,,0,,04-11-2020,,,,0,0,Unchecked,28-09-2020,,,,Baddi,,28-10-2020,,0,,,,D-65,,,,,,F010170064,,BPF,,,,,0,,Men’s Bottoms,,,3300,,103072,DAC,RD,50 cm in each roll,134,115.5,22.34,0,35.16,,,,,,released NO dated 29 sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001269,1,132135,BD,ST-PF,3000085556,shadow Mint,900,FRENCH CONNECTION,SS-21,,Vasanth,,172,S81_S81-20001269,1,,,,873,27,,,,,,,,,,,,,,,23-09-2020,,01-10-2020,,,DOMESTIC,PD,TRUE,,Arun Kumar,900-15/10/2020,0,0,08-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,126113.71,13257BDDK,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL",,Oct-20,30-09-2020,,,20,,,,,,0,0,Unchecked,23-09-2020,,,,Budhni,,29-09-2020,,0,,,,D-65,,,,,,"FTP0018671,FBT0005586",,BPF,,,,,0,Approved,Men’s Bottoms,,,900,,103072,DAC,RD,50 cm in each roll,148,92.12,49.61,0,30.27,,,,,,,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001250,1,A240A777,HMK,ST-ST,RFD0000000,PBAX Camo,300,DIESEL,SS-21,,Vasanth,,360,S81_S81-20001250,1,,,,0,300,,,,,,,,,,,,,,,23-09-2020,A240A777 HMK,15-09-2020,,,DOMESTIC,RD,FALSE,,Arun Kumar,300-02/10/2020,0,0,28-09-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,A240A777HMK,2/40COM*20K.SPX(70D)-90*60-173.3-DOBBY (RIB STOP),,Sep-20,,,,0,,,,,,0,0,Unchecked,23-09-2020,,,,Baddi,,25-09-2020,,0,,,,D-65,,,,,,FQT0000037,,BPF,,,,,0,,Men’s Bottoms,,,300,,103072,DAC,RD,No,140,102.7,60,0,197.3,,,,Direct,,released new order 23 sep 2020,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001170,41,240694,BDERJ,CT-ST,RFD0000000,RFD,340,DIESEL,,,Vasanth,,180,S81_S81-20001170,41,,,,359,-19,,,,,,,,,,,,,,,18-09-2020,,23-10-2020,,20-10-2020,DOMESTIC,RD,TRUE,,Vikas Sharma,340-30/10/2020,0,0,23-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,240694BDER,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL   ",,Oct-20,23-10-2020,,,0,,,,,,0,0,Unchecked,10-10-2020,,,,Budhni,,20-10-2020,,0,,,,D-65,,,,,,F010169681,,BPF,,,,,0,,Men’s Bottoms,,,340,,103072,DAC,RD,50 cm in each roll,148,115.55,22,0,42.45,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001170,31,240694,BDERJ,CT-ST,RFD0000000,RFD,1600,DIESEL,,,Vasanth,,180,S81_S81-20001170,31,,,,1680,-80,,,,,,,,,,,,,,,18-09-2020,,15-10-2020,,15-10-2020,DOMESTIC,RD,TRUE,,Vikas Sharma,1600-27/10/2020,0,0,22-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,240694BDER,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL   ",,Oct-20,25-10-2020,,,0,,,,,,0,0,Unchecked,07-10-2020,,,,Budhni,,20-10-2020,,0,,,,D-65,,,,,,F010169680,,BPF,,,,,0,,Men’s Bottoms,,,1600,,103072,DAC,RD,50 cm in each roll,148,115.55,22,0,42.45,,,,,,,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001170,21,240694,BDERJ,CT-SF,9200071159,9XX ( Jet Black ),3730,DIESEL,,,Vasanth,,205,S81_S81-20001170,21,,,,3806.03,-76.03,,,,,,,,,,,,,,,18-09-2020,,20-10-2020,,30-09-2020,DOMESTIC,PD,TRUE,,Vikas Sharma,3730-31/10/2020,0,0,29-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,240694BDER,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL   ",,Oct-20,19-10-2020,,,0,,,,2009401,,0,0,Unchecked,26-09-2020,,,,Budhni,,20-10-2020,,0,,,,D-65,,,,,,F010169682,,BPF,,,,,0,Approved,Men’s Bottoms,,,3730,,103072,DAC,RD,50 cm in each roll,148,109,54,0,42,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001170,11,240694,BDERJ,CT-SF,3200088948,51F ( Olive Green ),7380,DIESEL,,,Vasanth,,205,S81_S81-20001170,11,,,,7121.7,258.3,,,,,,,,,,,,,,,18-09-2020,,20-10-2020,,30-09-2020,DOMESTIC,PD,FALSE,,Vikas Sharma,7380-31/10/2020,0,0,22-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,240694BDER,"40/2R.ELITE*40/2R.SIRO-130*76-158.3-2/2,Z TWILL   ",,Oct-20,19-10-2020,,,0,,,,2009400,,0,0,Unchecked,26-09-2020,,,,Budhni,,16-10-2020,,0,,,,D-65,,,,,,"FTP0018845,F010169214,FRP0020834",,BPF,,,,,0,Approved,Men’s Bottoms,,,7380,,103072,DAC,RD,50 cm in each roll,148,109,54,0,42,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,70,A1320030,BDDKW4J,ST-PF,4200021708,Sage Dyed ,1100,OLD KHAKI,SS-21,,Vasanth,,172,S81_S81-20001101,70,,,,1156,-56,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,19-11-2020,,25-11-2020,DOMESTIC,PD,TRUE,,Arun Kumar,1100-08/12/2020,0,0,01-12-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Nov-20,29-11-2020,,,3,,,,2011036,,0,0,Unchecked,26-10-2020,,,,Budhni,,24-11-2020,,0,,,,D-65,,,,,,FBT0006187,,BPF,,,,,0,Approved,Men’s Bottoms,,,1100,,103072,DAC,RD,50 cm in each roll,152,104,51,0,17,,,,,,crok /k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,60,A1320030,BDDKW4J,ST-PF,6200221226,Khaki Dyed,1620,OLD KHAKI,SS-21,,Vasanth,,172,S81_S81-20001101,60,,,,1583,37,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,17-11-2020,,25-09-2020,DOMESTIC,PD,TRUE,,Arun Kumar,1620-17/11/2020,0,0,12-11-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Nov-20,10-11-2020,,,3,,,,2010245,,0,0,Unchecked,24-10-2020,,,,Budhni,,02-11-2020,,0,,,,D-65,,,,,,"F0S0014628,FBT0005950",,BPF,,,,,0,Approved,Men’s Bottoms,,,1620,,103072,DAC,RD,50 cm in each roll,152,104,51,0,17,,,,,,crok /k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,50,A1320030,BDDKW4J,ST-PST,RFD0000000,RFD,1000,OLD KHAKI,SS-21,,Vasanth,,142,S81_S81-20001101,50,,,,799,201,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,16-10-2020,,10-11-2020,DOMESTIC,RD,FALSE,,Arun Kumar,1000-24/10/2020,0,0,21-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Oct-20,17-11-2020,,,3,,,,,,0,0,Unchecked,06-10-2020,,,,Budhni,,17-10-2020,,0,,,,D-65,,,,,,FBT0005771,,BPF,,,,,0,,Men’s Bottoms,,,1000,,103072,DAC,RD,50 cm in each roll,152,104,27.5,0,10.5,,,,,,yarn from 5-Nov,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,40,A1320030,BDDKW4J,ST-PF,1100026936,Chalk,1110,OLD KHAKI,SS-21,,Vasanth,,172,S81_S81-20001101,40,,,,1153,-43,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,01-10-2020,,25-09-2020,DOMESTIC,PD,TRUE,,Arun Kumar,1110-21/10/2020,0,0,17-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Oct-20,30-09-2020,,,3,,,,2009295,,0,0,Unchecked,14-09-2020,,,,Budhni,,06-10-2020,,0,,,,D-65,,,,,,F0Q0005203,,BPF,,,,,0,Approved,Men’s Bottoms,,,1110,,103072,DAC,RD,50 cm in each roll,152,104,51,0,17,,,,,,crok /k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,30,A1320030,BDDKW4J,ST-PST,RFD0000000,RFD,1970,OLD KHAKI,SS-21,,Vasanth,,142,S81_S81-20001101,30,,,,2014,-44,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,23-11-2020,,25-11-2020,DOMESTIC,RD,TRUE,,Arun Kumar,1456-02/12/2020 514-15/12/2020,-0.1,2584,24-01-2021,24-01-2021,,30-11-2020,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,NOT FEASIBLE DUE TO HIGH WIDTH-32K.COM*20K.SPX(70D)-178*70-152-3/1 S TWILL-252 #,Nov-20,06-12-2020,,,3,,,,,,2014,79,Unchecked,11-09-2020,,,,Budhni,,24-11-2020,,21170,,,,D-65,,,15-12-2020,,,"FTP0020251,FHM0001966,FBT0006185",,BPF,,,,LBF200003973,2014,,Men’s Bottoms,,,1970,,103072,DAC,RD,50 cm in each roll,152,104,27.5,0,10.5,,,,,,crok /k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,20,A1320030,BDDKW4J,ST-PST,RFD0000000,RFD,7000,OLD KHAKI,SS-21,,Vasanth,,142,S81_S81-20001101,20,,,,7060.02,-60.02,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,17-11-2020,,25-09-2020,DOMESTIC,RD,TRUE,,Arun Kumar,7000-07/11/2020,0,0,08-11-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Nov-20,10-11-2020,,,3,,,,,,0,0,Unchecked,11-09-2020,,,,Budhni,,04-11-2020,,0,,,,D-65,,,,,,"FBT0005887,F0S0014631",,BPF,,,,,0,,Men’s Bottoms,,,7000,,103072,DAC,RD,50 cm in each roll,152,104,27.5,0,10.5,,,,,,crok /k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20001101,10,A1320030,BDDKW4J,ST-PST,RFD0000000,RFD,11200,OLD KHAKI,SS-21,,Vasanth,,142,S81_S81-20001101,10,,,,11199.04,0.96,,,,,,,,,,,,,,,11-09-2020,A1320030 BDDKW4J,16-10-2020,,25-09-2020,DOMESTIC,RD,TRUE,,Arun Kumar,2000-05/10/2020 9200-24/10/2020,0,0,21-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,6603.56,A1320030BDDKDW4,32K.COM*20K.SPX(70D)-129*70-212-3/1 S TWILL,,Oct-20,15-10-2020,,,3,,,,,,0,0,Unchecked,11-09-2020,,,,Budhni,,29-09-2020,,0,,,,D-65,,,,,,"F0Q0005188,FBT0005770,F0Q0005204",,BPF,,,,,0,,Men’s Bottoms,,,11200,,103072,DAC,RD,50 cm in each roll,152,104,27.5,0,10.5,,,,,,k1 punched on 14-Sep,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20000980,1,130Q01,BD,CT-PST,RFD0000000,RFD,3050,PEPE,ss-21,,Vasanth,,135,S81_S81-20000980,1,,,,3122.21,-72.21,,,,,,,,,,,,,,,03-09-2020,,01-10-2020,,15-09-2020,DOMESTIC,RD,TRUE,,Arun Kumar,3050-05/10/2020,0,0,30-09-2020,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,130Q01BD,"30COM*20K-155*84*164.5-3/1,S TWILL-$",,Oct-20,25-09-2020,,,0,,,,,,0,0,Unchecked,03-09-2020,,,,Budhni,,26-09-2020,,0,,,,D-65,,,,,,F010168770,,BPF,,,,,0,,Men’s Bottoms,,,3050,,103072,DAC,RD,50 cm in each roll,152,93.16,24,0,17.84,,,,,,,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-20000950,1,130Q28,BDCC,ST-PST,RFD0000000,RFD,2550,PEPE,SS-21,,Vasanth,,130,S81_S81-20000950,1,,,,2597,-47,,,,,,,,,,,,,,,02-09-2020,,25-09-2020,,15-09-2020,DOMESTIC,RD,TRUE,,Arun Kumar,2550-01/10/2020,0,0,01-10-2020,,,,0,0,,,0,0,0,0,0,0,0,,,70,-0.1,130Q28BDCC,"30C*30SPX-132*80-162.6-2/1,S TWILL                ",,Sep-20,22-09-2020,,,0,,,,,,0,0,Unchecked,02-09-2020,,,,Budhni,,25-09-2020,,0,,,,D-65,,,,,,F010168740,,BPF,,,,,0,,Men’s Bottoms,,,2550,,103072,DAC,RD,50 cm in each roll,140,79.42,21.22,0,26.36,,,,,,crok,,,,,
